行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
8038,JP-2020-1213679,2020-02-18,2020-02-22,通常配送,平誠-10840,平野 誠,消費者,宇佐市,大分県,日本,九州,事務用-アプ-10000083,事務用品,アプライアンス,"フーバー コンロ, 赤",151592.0,4,0.0,1512.0
8039,JP-2019-1113594,2019-10-14,2019-10-18,通常配送,竹延-20740,竹崎 延,小規模事業所,青森市,青森県,日本,東北地方,事務用-封筒-10001956,事務用品,封筒,"Jiffy 茶封筒, 50 枚セット",3468.0,2,0.0,1003.9999999999999
8040,JP-2019-1113594,2019-10-14,2019-10-18,通常配送,竹延-20740,竹崎 延,小規模事業所,青森市,青森県,日本,東北地方,家具-家具-10003687,家具,家具,"Deflect-O フレーム, マルチパック",22020.000000000004,3,0.0,3522.0
8041,JP-2019-1113594,2019-10-14,2019-10-18,通常配送,竹延-20740,竹崎 延,小規模事業所,青森市,青森県,日本,東北地方,事務用-画材-10003541,事務用品,画材,"Boston キャンバス, メタル",7320.0,2,0.0,3292.0
8042,JP-2019-1113594,2019-10-14,2019-10-18,通常配送,竹延-20740,竹崎 延,小規模事業所,青森市,青森県,日本,東北地方,事務用-クリ-10004730,事務用品,クリップ,"OIC ペーパー クリップ, 各種サイズ",3168.0,4,0.0,816.0
8043,JP-2019-1113594,2019-10-14,2019-10-18,通常配送,竹延-20740,竹崎 延,小規模事業所,青森市,青森県,日本,東北地方,事務用-クリ-10000609,事務用品,クリップ,"Accos 押しピン, メタル",1952.0,2,0.0,96.0
8044,JP-2022-1296051,2022-01-22,2022-01-24,ファースト クラス,下孝-17110,下津 孝,消費者,倉敷市,岡山県,日本,中国地方,事務用-保管-10000302,事務用品,保管箱,"Fellowes ボックス, フル サイズ",6570.0,5,0.0,425.0
8045,JP-2019-1475414,2019-06-17,2019-06-20,セカンド クラス,泊哲-21730,泊 哲也,小規模事業所,新宿区,東京都,日本,関東地方,事務用-ラベ-10001987,事務用品,ラベル,"Harbour Creations 色分けラベル, 白",2193.0,3,0.15,489.0
8046,JP-2022-3957465,2022-06-26,2022-06-30,通常配送,駒翔-14545,駒田 翔太,大企業,長崎市,長崎県,日本,九州,事務用-紙-10002279,事務用品,紙,"ゼロックス 事務用品, 12 パック",11786.4,6,0.4,1370.3999999999996
8047,JP-2022-1727464,2022-01-09,2022-01-12,セカンド クラス,武拓-15955,武子 拓也,消費者,多治見市,岐阜県,日本,中部地方,家電-コピ-10001053,家電,コピー機,"シャープ ファックス, 2 つセット",59130.0,3,0.0,13008.0
8048,JP-2019-3082149,2019-02-26,2019-02-28,ファースト クラス,森香-14590,森友 香,大企業,佐世保市,長崎県,日本,九州,家電-電話-10003781,家電,電話機,"サムスン オフィス用電話機, 大容量パック",2612.4,1,0.4,-1263.6000000000001
8049,JP-2022-2103600,2022-06-04,2022-06-09,通常配送,桐誠-18985,桐沢 誠,小規模事業所,新宿区,東京都,日本,関東地方,事務用-保管-10000417,事務用品,保管箱,"Tenex ファイル カート, フル サイズ",15204.8,2,0.15,-2513.2
8050,JP-2022-1852846,2022-04-02,2022-04-09,通常配送,矢翔-18010,矢幡 翔太,大企業,西宮市,兵庫県,日本,関西地方,家具-椅子-10004595,家具,椅子,"SAFCO ロッキング チェア, 黒",17664.0,2,0.0,5652.0
8051,JP-2021-2288438,2021-03-23,2021-03-26,ファースト クラス,三真-15055,三塚 真一,消費者,豊田市,愛知県,日本,中部地方,事務用-バイ-10001844,事務用品,バインダー,"ウィルソン・ジョーンズ 穴の補強テープ, 高耐久性",804.0000000000001,2,0.0,24.0
8052,JP-2021-1227236,2021-09-27,2021-09-29,セカンド クラス,菊直-14620,菊間 直子,大企業,宇佐市,大分県,日本,九州,事務用-バイ-10004810,事務用品,バインダー,"Avery バインダー カバー, エコノミー",1476.0,2,0.0,368.0
8053,JP-2021-1227236,2021-09-27,2021-09-29,セカンド クラス,菊直-14620,菊間 直子,大企業,宇佐市,大分県,日本,九州,家電-付属-10001436,家電,付属品,"ベルキン ルータ, リサイクル",85520.00000000001,5,0.0,7690.0
8054,JP-2021-1227236,2021-09-27,2021-09-29,セカンド クラス,菊直-14620,菊間 直子,大企業,宇佐市,大分県,日本,九州,家電-電話-10004934,家電,電話機,"モトローラ オーディオ ドック, 青",11558.0,1,0.0,3350.0
8055,JP-2021-1227236,2021-09-27,2021-09-29,セカンド クラス,菊直-14620,菊間 直子,大企業,宇佐市,大分県,日本,九州,事務用-封筒-10001589,事務用品,封筒,"Cameo 業務用封筒, 50 枚セット",4520.0,4,0.0,536.0
8056,JP-2021-1227236,2021-09-27,2021-09-29,セカンド クラス,菊直-14620,菊間 直子,大企業,宇佐市,大分県,日本,九州,家具-家具-10003867,家具,家具,"Tenex ドア ストッパー, 黒",20482.0,7,0.0,196.00000000000003
8057,JP-2022-4001481,2022-05-12,2022-05-17,セカンド クラス,立雄-11635,立山 雄大,消費者,門真市,大阪府,日本,関西地方,事務用-クリ-10002740,事務用品,クリップ,"Accos クランプ, 大容量パック",3876.000000000001,3,0.0,270.0
8058,JP-2022-4001481,2022-05-12,2022-05-17,セカンド クラス,立雄-11635,立山 雄大,消費者,門真市,大阪府,日本,関西地方,事務用-保管-10003181,事務用品,保管箱,"Eldon ロッカー, 青",26388.0,2,0.0,170.0
8059,JP-2022-1850515,2022-03-10,2022-03-14,通常配送,谷貞-12940,谷口 貞子,小規模事業所,茨木市,大阪府,日本,関西地方,事務用-封筒-10000695,事務用品,封筒,"Cameo クラフト封筒, 赤",1739.9999999999998,2,0.0,328.0
8060,JP-2022-5081023,2022-08-20,2022-08-23,ファースト クラス,江美-10405,江野 美羽,大企業,松山市,愛媛県,日本,四国,家電-付属-10000258,家電,付属品,"ベルキン キーパッド, リサイクル",25928.0,7,0.0,5698.0
8061,JP-2021-2447693,2021-06-25,2021-07-01,通常配送,大大-15565,大澤 大和,消費者,岸和田市,大阪府,日本,関西地方,家具-椅子-10004595,家具,椅子,"SAFCO ロッキング チェア, 黒",61824.0,7,0.0,19782.0
8062,JP-2019-5082117,2019-03-03,2019-03-08,通常配送,三真-11080,三好 真一,消費者,唐津市,佐賀県,日本,九州,事務用-保管-10003983,事務用品,保管箱,"Tenex フォルダ, 業務用",3160.0,2,0.0,316.0
8063,JP-2019-2574114,2019-10-11,2019-10-13,ファースト クラス,津延-21775,津野 延,大企業,京田辺市,京都府,日本,関西地方,事務用-ラベ-10001446,事務用品,ラベル,"Avery 取り外し可能ラベル, 高耐久性",1484.0,2,0.0,712.0
8064,JP-2019-2574114,2019-10-11,2019-10-13,ファースト クラス,津延-21775,津野 延,大企業,京田辺市,京都府,日本,関西地方,事務用-クリ-10002811,事務用品,クリップ,"OIC クランプ, メタル",1326.0000000000002,1,0.0,424.0
8065,JP-2019-2574114,2019-10-11,2019-10-13,ファースト クラス,津延-21775,津野 延,大企業,京田辺市,京都府,日本,関西地方,事務用-文房-10002023,事務用品,文房具,"Stiletto はさみ, 業務用",5046.0,3,0.0,1410.0
8066,JP-2019-2574114,2019-10-11,2019-10-13,ファースト クラス,津延-21775,津野 延,大企業,京田辺市,京都府,日本,関西地方,家電-電話-10003760,家電,電話機,"サムスン 充電器, フル サイズ",42496.0,1,0.0,85.0
8067,JP-2021-2044940,2021-01-23,2021-01-28,通常配送,佐翼-11065,佐宗 翼,消費者,市川市,千葉県,日本,関東地方,家具-椅子-10002557,家具,椅子,"Hon ビーチ チェア, 調整可能",5716.799999999999,3,0.4,-2383.2000000000003
8068,JP-2021-2044940,2021-01-23,2021-01-28,通常配送,佐翼-11065,佐宗 翼,消費者,市川市,千葉県,日本,関東地方,家具-本棚-10004487,家具,本棚,"Sauder 本棚, メタル",23404.8,4,0.4,-1563.2000000000007
8069,JP-2021-2044940,2021-01-23,2021-01-28,通常配送,佐翼-11065,佐宗 翼,消費者,市川市,千葉県,日本,関東地方,事務用-画材-10004918,事務用品,画材,"Binney & Smith ペン, 各種サイズ",3628.7999999999997,6,0.4,-2359.2000000000003
8070,JP-2021-2044940,2021-01-23,2021-01-28,通常配送,佐翼-11065,佐宗 翼,消費者,市川市,千葉県,日本,関東地方,事務用-紙-10003410,事務用品,紙,"Green Bar 硫酸紙, プレミアム",1334.3999999999999,2,0.4,-669.6
8071,JP-2019-1154470,2019-06-11,2019-06-15,通常配送,市義-16945,市瀬 義雄,大企業,大和市,神奈川県,日本,関東地方,家電-電話-10003261,家電,電話機,"ノキア オフィス用電話機, 青",30394.0,7,0.0,13664.0
8072,JP-2019-1316757,2019-10-11,2019-10-17,通常配送,野法-21445,野林 法子,大企業,藤岡市,群馬県,日本,関東地方,事務用-封筒-10000817,事務用品,封筒,"Jiffy 社内用封筒, 50 枚セット",6192.0,2,0.0,2784.0
8073,JP-2021-2898094,2021-11-21,2021-11-26,通常配送,蛭千-11530,蛭川 千代,小規模事業所,八戸市,青森県,日本,東北地方,事務用-封筒-10001232,事務用品,封筒,"Jiffy 業務用封筒, リサイクル",4920.0,5,0.0,1520.0
8074,JP-2021-2898094,2021-11-21,2021-11-26,通常配送,蛭千-11530,蛭川 千代,小規模事業所,八戸市,青森県,日本,東北地方,事務用-クリ-10001477,事務用品,クリップ,"Stockwell 画鋲, 大容量パック",2628.0,3,0.0,1205.9999999999998
8075,JP-2021-2898094,2021-11-21,2021-11-26,通常配送,蛭千-11530,蛭川 千代,小規模事業所,八戸市,青森県,日本,東北地方,事務用-紙-10003087,事務用品,紙,"エナーマックス スケジュール帳, マルチカラー",6376.0,4,0.0,376.0
8076,JP-2022-1439806,2022-06-23,2022-06-27,セカンド クラス,大明-16045,大羽 明美,小規模事業所,松原市,大阪府,日本,関西地方,家電-電話-10000825,家電,電話機,"シスコ 充電器, 大容量パック",217160.0,5,0.0,86860.0
8077,JP-2022-1439806,2022-06-23,2022-06-27,セカンド クラス,大明-16045,大羽 明美,小規模事業所,松原市,大阪府,日本,関西地方,事務用-バイ-10000269,事務用品,バインダー,"カーディナル 穴あけパンチ, 高耐久性",6060.0,3,0.0,846.0
8078,JP-2022-1439806,2022-06-23,2022-06-27,セカンド クラス,大明-16045,大羽 明美,小規模事業所,松原市,大阪府,日本,関西地方,家具-椅子-10001202,家具,椅子,"Novimex 椅子用マット, 黒",7188.0,2,0.0,356.0
8079,JP-2022-1439806,2022-06-23,2022-06-27,セカンド クラス,大明-16045,大羽 明美,小規模事業所,松原市,大阪府,日本,関西地方,家具-椅子-10002910,家具,椅子,"Hon 椅子用マット, 調整可能",23208.0,6,0.0,7884.0
8080,JP-2022-1439806,2022-06-23,2022-06-27,セカンド クラス,大明-16045,大羽 明美,小規模事業所,松原市,大阪府,日本,関西地方,事務用-文房-10004475,事務用品,文房具,"Fiskars 裁断機, スチール",11120.000000000002,4,0.0,340.0
8081,JP-2022-1439806,2022-06-23,2022-06-27,セカンド クラス,大明-16045,大羽 明美,小規模事業所,松原市,大阪府,日本,関西地方,事務用-アプ-10003273,事務用品,アプライアンス,"ブレビル 電子レンジ, シルバー",60492.0,3,0.0,19356.0
8082,JP-2022-1439806,2022-06-23,2022-06-27,セカンド クラス,大明-16045,大羽 明美,小規模事業所,松原市,大阪府,日本,関西地方,家電-付属-10002197,家電,付属品,"サンディスク キーボード, プログラミング可能",16596.000000000004,3,0.0,1158.0
8083,JP-2020-2850836,2020-08-07,2020-08-11,通常配送,小駿-20275,小柳 駿,消費者,新宿区,東京都,日本,関東地方,事務用-文房-10004781,事務用品,文房具,"Fiskars 大型のはさみ, スチール",13328.0,5,0.15,-1927.0
8084,JP-2021-1227236,2021-10-31,2021-11-01,ファースト クラス,滝紅-21025,滝川 紅子,小規模事業所,浦添市,沖縄県,日本,九州,家電-電話-10001745,家電,電話機,"ノキア スマートフォン, フル サイズ",41480.0,5,0.0,425.0
8085,JP-2020-1429200,2020-10-03,2020-10-05,セカンド クラス,知愛-15460,知久 愛子,大企業,西宮市,兵庫県,日本,関西地方,家電-コピ-10004080,家電,コピー機,"HP ファックス, 赤",59628.0,3,0.0,2382.0
8086,JP-2020-1429200,2020-10-03,2020-10-05,セカンド クラス,知愛-15460,知久 愛子,大企業,西宮市,兵庫県,日本,関西地方,家電-コピ-10000263,家電,コピー機,"HP ファックスとコピー機, 2 つセット",69156.0,6,0.0,29736.0
8087,JP-2020-1429200,2020-10-03,2020-10-05,セカンド クラス,知愛-15460,知久 愛子,大企業,西宮市,兵庫県,日本,関西地方,家具-家具-10002975,家具,家具,"Tenex フォト フレーム, 高耐久性",32580.0,10,0.0,12380.0
8088,JP-2022-1035332,2022-01-29,2022-02-02,通常配送,吉大-15445,吉河 大翔,消費者,十和田市,青森県,日本,東北地方,家具-テー-10001295,家具,テーブル,"Bevis 教育用机, 長方形",93113.99999999999,6,0.3,-39906.0
8089,JP-2020-1231080,2020-12-18,2020-12-24,通常配送,山恵-12820,山地 恵,小規模事業所,新宿区,東京都,日本,関東地方,事務用-文房-10000664,事務用品,文房具,"Kleencut カッター ナイフ, 青",3927.0,2,0.15,-649.0
8090,JP-2020-1231080,2020-12-18,2020-12-24,通常配送,山恵-12820,山地 恵,小規模事業所,新宿区,東京都,日本,関東地方,事務用-アプ-10001406,事務用品,アプライアンス,"クイジナート トースター, 白",20468.000000000004,7,0.15,5768.0
8091,JP-2020-1231080,2020-12-18,2020-12-24,通常配送,山恵-12820,山地 恵,小規模事業所,新宿区,東京都,日本,関東地方,家電-電話-10001980,家電,電話機,"シスコ 信号ブースター, フル サイズ",17353.6,2,0.15,-2892.4
8092,JP-2021-1044783,2021-05-30,2021-06-03,通常配送,東幸-11800,東城 幸子,小規模事業所,西尾市,愛知県,日本,中部地方,家電-コピ-10004080,家電,コピー機,"HP ファックス, 赤",99380.0,5,0.0,3970.0
8093,JP-2021-1044783,2021-05-30,2021-06-03,通常配送,東幸-11800,東城 幸子,小規模事業所,西尾市,愛知県,日本,中部地方,事務用-画材-10004076,事務用品,画材,"Stanley ペン, 各種サイズ",1852.1999999999998,3,0.3,-187.79999999999995
8094,JP-2022-2777038,2022-03-31,2022-04-04,通常配送,小直-17845,小豆畑 直樹,消費者,堺市堺区,大阪府,日本,関西地方,事務用-アプ-10004595,事務用品,アプライアンス,"フーバー トースター, 黒",22152.0,4,0.0,5088.0
8095,JP-2022-2777038,2022-03-31,2022-04-04,通常配送,小直-17845,小豆畑 直樹,消費者,堺市堺区,大阪府,日本,関西地方,事務用-封筒-10000164,事務用品,封筒,"Cameo 茶封筒, 赤",6108.0,3,0.0,240.0
8096,JP-2019-1410960,2019-04-24,2019-04-29,通常配送,永恭-16975,永浜 恭子,小規模事業所,古河市,茨城県,日本,関東地方,事務用-ラベ-10000667,事務用品,ラベル,"Novimex 色分けラベル, 高耐久性",1707.9999999999998,2,0.0,716.0
8097,JP-2019-1410960,2019-04-24,2019-04-29,通常配送,永恭-16975,永浜 恭子,小規模事業所,古河市,茨城県,日本,関東地方,家具-椅子-10004595,家具,椅子,"SAFCO ロッキング チェア, 黒",35328.0,4,0.0,11304.0
8098,JP-2022-1913509,2022-09-03,2022-09-07,通常配送,藪翔-19555,藪田 翔太,消費者,小田原市,神奈川県,日本,関東地方,家電-付属-10000034,家電,付属品,"メモレックス キーパッド, 高耐久性",6056.0,2,0.0,2844.0
8099,JP-2021-2672416,2021-09-26,2021-10-01,通常配送,鷹凛-12445,鷹取 凛,消費者,十和田市,青森県,日本,東北地方,事務用-クリ-10003302,事務用品,クリップ,"Stockwell ペーパー クリップ, 12 パック",888.0000000000001,1,0.0,113.99999999999999
8100,JP-2022-4319759,2022-06-12,2022-06-16,通常配送,須夏-19645,須藤 夏希,大企業,倉敷市,岡山県,日本,中国地方,家電-電話-10000399,家電,電話機,"サムスン オフィス用電話機, 青",13044.0,3,0.0,3126.0
8101,JP-2022-4319759,2022-06-12,2022-06-16,通常配送,須夏-19645,須藤 夏希,大企業,倉敷市,岡山県,日本,中国地方,家具-本棚-10004281,家具,本棚,"Safco 書庫, 黒",78228.0,3,0.0,28944.0
8102,JP-2022-4319759,2022-06-12,2022-06-16,通常配送,須夏-19645,須藤 夏希,大企業,倉敷市,岡山県,日本,中国地方,事務用-画材-10000061,事務用品,画材,"Binney & Smith キャンバス, 青",11983.999999999998,5,0.3,-4455.999999999999
8103,JP-2022-4319759,2022-06-12,2022-06-16,通常配送,須夏-19645,須藤 夏希,大企業,倉敷市,岡山県,日本,中国地方,事務用-文房-10001151,事務用品,文房具,"Kleencut 裁断機, 業務用",8610.0,3,0.0,2496.0
8104,JP-2019-2105255,2019-06-21,2019-06-25,セカンド クラス,葛海-21460,葛岡 海斗,小規模事業所,和泉市,大阪府,日本,関西地方,家電-付属-10000286,家電,付属品,"ベルキン キーパッド, 高耐久性",42504.0,11,0.0,3388.0
8105,JP-2019-2105255,2019-06-21,2019-06-25,セカンド クラス,葛海-21460,葛岡 海斗,小規模事業所,和泉市,大阪府,日本,関西地方,家電-コピ-10000337,家電,コピー機,"ヒューレット・パッカード コピー機, 2 つセット",70312.0,4,0.0,19680.0
8106,JP-2019-2105255,2019-06-21,2019-06-25,セカンド クラス,葛海-21460,葛岡 海斗,小規模事業所,和泉市,大阪府,日本,関西地方,事務用-クリ-10000602,事務用品,クリップ,"Accos 押しピン, 大容量パック",5808.0,6,0.0,636.0
8107,JP-2022-1920884,2022-01-16,2022-01-19,ファースト クラス,沼静-20050,沼本 静香,小規模事業所,いわき市,福島県,日本,東北地方,家電-付属-10003618,家電,付属品,"メモレックス ルータ, リサイクル",68325.59999999999,7,0.4,-41000.40000000001
8108,JP-2020-2475458,2020-10-31,2020-11-05,通常配送,花健-15925,花形 健太,消費者,八千代市,千葉県,日本,関東地方,家具-本棚-10002507,家具,本棚,"Bush 書庫, 従来型",29145.6,2,0.4,-11174.400000000001
8109,JP-2020-2475458,2020-10-31,2020-11-05,通常配送,花健-15925,花形 健太,消費者,八千代市,千葉県,日本,関東地方,事務用-画材-10003840,事務用品,画材,"BIC スケッチ帳, 各種サイズ",4147.2,2,0.4,-484.8000000000002
8110,JP-2020-2475458,2020-10-31,2020-11-05,通常配送,花健-15925,花形 健太,消費者,八千代市,千葉県,日本,関東地方,事務用-文房-10004032,事務用品,文房具,"Kleencut 定規, 長方形",820.8,2,0.4,-275.20000000000005
8111,JP-2020-2475458,2020-10-31,2020-11-05,通常配送,花健-15925,花形 健太,消費者,八千代市,千葉県,日本,関東地方,事務用-アプ-10001643,事務用品,アプライアンス,"キッチンエイド 電子レンジ, シルバー",49771.2,4,0.4,-15764.800000000003
8112,JP-2020-2475458,2020-10-31,2020-11-05,通常配送,花健-15925,花形 健太,消費者,八千代市,千葉県,日本,関東地方,事務用-バイ-10000078,事務用品,バインダー,"Ibico バインダー カバー, 高耐久性",5454.0,9,0.4,-828.0
8113,JP-2022-1406102,2022-10-09,2022-10-13,セカンド クラス,小四-13945,小柳津 四郎,消費者,新宿区,東京都,日本,関東地方,事務用-保管-10000539,事務用品,保管箱,"Smead 棚, 青",5545.399999999999,2,0.15,-808.5999999999998
8114,JP-2022-1406102,2022-10-09,2022-10-13,セカンド クラス,小四-13945,小柳津 四郎,消費者,新宿区,東京都,日本,関東地方,事務用-紙-10003946,事務用品,紙,"エナーマックス 硫酸紙, マルチカラー",3808.0,4,0.15,1072.0000000000002
8115,JP-2020-1237379,2020-06-03,2020-06-08,通常配送,宮誠-10570,宮前 誠,消費者,九戸郡九戸村,岩手県,日本,東北地方,事務用-文房-10001930,事務用品,文房具,"Kleencut 定規, スチール",1036.8,2,0.4,-175.20000000000005
8116,JP-2020-2178053,2020-08-28,2020-09-03,通常配送,金彩-21625,金子 彩花,消費者,福山市,広島県,日本,中国地方,家具-椅子-10004545,家具,椅子,"SAFCO 椅子用マット, 黒",7652.0,2,0.0,1144.0
8117,JP-2021-2351073,2021-04-16,2021-04-23,通常配送,和涼-17635,和田 涼,大企業,新宿区,東京都,日本,関東地方,事務用-クリ-10002569,事務用品,クリップ,"Advantus 画鋲, 12 パック",2213.3999999999996,3,0.15,-0.5999999999999659
8118,JP-2021-1035496,2021-10-11,2021-10-17,通常配送,浅真-19705,浅野 真美,小規模事業所,新宿区,東京都,日本,関東地方,事務用-バイ-10002125,事務用品,バインダー,"ウィルソン・ジョーンズ タブ, クリア",1004.6999999999999,3,0.15,200.70000000000002
8119,JP-2021-1035496,2021-10-11,2021-10-17,通常配送,浅真-19705,浅野 真美,小規模事業所,新宿区,東京都,日本,関東地方,事務用-保管-10003666,事務用品,保管箱,"Eldon フォルダ, メタル",10914.0,12,0.15,642.0
8120,JP-2019-3399411,2019-06-29,2019-06-30,ファースト クラス,浅真-19705,浅野 真美,小規模事業所,宮崎市,宮崎県,日本,九州,事務用-アプ-10000729,事務用品,アプライアンス,"ハミルトンビーチ ミキサー, 黒",14094.0,3,0.0,4506.0
8121,JP-2022-1993907,2022-08-08,2022-08-13,通常配送,和優-15400,和知 優月,大企業,四日市市,三重県,日本,関西地方,事務用-クリ-10000582,事務用品,クリップ,"Accos 輪ゴム, メタル",1344.0,2,0.4,-832.0
8122,JP-2022-1993907,2022-08-08,2022-08-13,通常配送,和優-15400,和知 優月,大企業,四日市市,三重県,日本,関西地方,事務用-画材-10000403,事務用品,画材,"Boston キャンバス, 大容量パック",25876.800000000003,12,0.4,-4747.200000000001
8123,JP-2021-1456200,2021-08-30,2021-09-02,ファースト クラス,奥誠-12070,奥脇 誠,小規模事業所,高槻市,大阪府,日本,関西地方,事務用-バイ-10000336,事務用品,バインダー,"Ibico バインダー, 高耐久性",4527.999999999999,4,0.0,312.0
8124,JP-2021-1272214,2021-09-05,2021-09-09,通常配送,大三-15865,大鳥 三郎,消費者,藤沢市,神奈川県,日本,関東地方,家電-コピ-10001766,家電,コピー機,"キヤノン インク, 2 つセット",19620.0,2,0.0,8240.0
8125,JP-2022-3145088,2022-12-29,2023-01-02,通常配送,高梅-21820,高藤 梅子,消費者,沖縄市,沖縄県,日本,九州,事務用-紙-10003566,事務用品,紙,"サンディスク メモ用紙, リサイクル",3378.0,3,0.0,30.0
8126,JP-2019-1727431,2019-11-05,2019-11-09,通常配送,駒翔-14545,駒田 翔太,大企業,新宿区,東京都,日本,関東地方,事務用-封筒-10001100,事務用品,封筒,"Ames 各種封筒, 赤",6696.299999999999,3,0.15,1650.3000000000002
8127,JP-2019-1727431,2019-11-05,2019-11-09,通常配送,駒翔-14545,駒田 翔太,大企業,新宿区,東京都,日本,関東地方,家具-椅子-10000212,家具,椅子,"Hon 折り畳み式の椅子, 調整可能",14264.699999999999,3,0.15,-2019.3000000000002
8128,JP-2019-1727431,2019-11-05,2019-11-09,通常配送,駒翔-14545,駒田 翔太,大企業,新宿区,東京都,日本,関東地方,家電-電話-10004773,家電,電話機,"サムスン 充電器, 大容量パック",144214.4,4,0.15,-18665.6
8129,JP-2022-1744645,2022-09-18,2022-09-19,ファースト クラス,関武-16915,関谷 武,消費者,川崎市川崎区,神奈川県,日本,関東地方,家具-家具-10000969,家具,家具,"Tenex フレーム, 黒",73319.99999999999,10,0.0,27120.0
8130,JP-2020-1782053,2020-08-31,2020-09-07,通常配送,久大-14125,久貝 大輝,小規模事業所,鈴鹿市,三重県,日本,関西地方,事務用-画材-10001989,事務用品,画材,"Boston 鉛筆削り, 各種サイズ",7711.200000000001,6,0.4,379.1999999999989
8131,JP-2020-1782053,2020-08-31,2020-09-07,通常配送,久大-14125,久貝 大輝,小規模事業所,鈴鹿市,三重県,日本,関西地方,家電-コピ-10002805,家電,コピー機,"HP インク, 赤",15228.0,3,0.4,-2538.0
8132,JP-2022-1340313,2022-01-31,2022-02-05,通常配送,長桐-11920,長光 桐子,消費者,石巻市,宮城県,日本,東北地方,事務用-バイ-10002780,事務用品,バインダー,"アコ タブ, エコノミー",1144.0,2,0.0,468.0
8133,JP-2022-1340313,2022-01-31,2022-02-05,通常配送,長桐-11920,長光 桐子,消費者,石巻市,宮城県,日本,東北地方,家具-椅子-10001022,家具,椅子,"Harbour Creations ビーチ チェア, 調整可能",21370.0,5,0.0,1920.0
8134,JP-2022-1340313,2022-01-31,2022-02-05,通常配送,長桐-11920,長光 桐子,消費者,石巻市,宮城県,日本,東北地方,家電-電話-10004773,家電,電話機,"サムスン 充電器, 大容量パック",127248.0,3,0.0,5088.0
8135,JP-2021-1036650,2021-05-03,2021-05-09,通常配送,矢勝-13780,矢幡 勝,消費者,箕面市,大阪府,日本,関西地方,家電-電話-10003440,家電,電話機,"サムスン 信号ブースター, フル サイズ",27576.0,3,0.0,255.0
8136,JP-2020-2626776,2020-01-04,2020-01-09,セカンド クラス,金慶-15670,金城 慶子,消費者,高砂市,兵庫県,日本,関西地方,家具-テー-10003609,家具,テーブル,"Hon 会議机, 白",197049.6,4,0.2,-48922.4
8137,JP-2020-2626776,2020-01-04,2020-01-09,セカンド クラス,金慶-15670,金城 慶子,消費者,高砂市,兵庫県,日本,関西地方,家電-付属-10003634,家電,付属品,"ベルキン フラッシュ ドライブ, エコノミー",8388.0,3,0.0,3186.0
8138,JP-2020-2739894,2020-11-25,2020-11-30,通常配送,国雄-14905,国谷 雄大,消費者,宇部市,山口県,日本,中国地方,事務用-保管-10001102,事務用品,保管箱,"Rogers トレイ, フル サイズ",2468.4,1,0.4,-1560.6000000000001
8139,JP-2022-1590265,2022-11-12,2022-11-16,通常配送,菱勇-16795,菱沼 勇,小規模事業所,松原市,大阪府,日本,関西地方,家具-家具-10001398,家具,家具,"Rubvermaid 時計, 高耐久性",12584.0,4,0.0,1384.0
8140,JP-2022-1590265,2022-11-12,2022-11-16,通常配送,菱勇-16795,菱沼 勇,小規模事業所,松原市,大阪府,日本,関西地方,事務用-文房-10002839,事務用品,文房具,"Kleencut 定規, 青",3615.9999999999995,4,0.0,1440.0
8141,JP-2022-1590265,2022-11-12,2022-11-16,通常配送,菱勇-16795,菱沼 勇,小規模事業所,松原市,大阪府,日本,関西地方,家電-コピ-10003446,家電,コピー機,"HP インク, 2 つセット",60060.0,7,0.0,30030.0
8142,JP-2022-1590265,2022-11-12,2022-11-16,通常配送,菱勇-16795,菱沼 勇,小規模事業所,松原市,大阪府,日本,関西地方,事務用-保管-10001734,事務用品,保管箱,"Fellowes ボックス, 業務用",4032.000000000001,3,0.0,846.0
8143,JP-2022-1590265,2022-11-12,2022-11-16,通常配送,菱勇-16795,菱沼 勇,小規模事業所,松原市,大阪府,日本,関西地方,家具-家具-10000478,家具,家具,"Deflect-O 積み重ねトレイ, 高耐久性",4464.0,3,0.0,173.99999999999997
8144,JP-2022-1590265,2022-11-12,2022-11-16,通常配送,菱勇-16795,菱沼 勇,小規模事業所,松原市,大阪府,日本,関西地方,事務用-バイ-10001562,事務用品,バインダー,"アコ 穴あけパンチ, エコノミー",10040.000000000002,5,0.0,100.0
8145,JP-2022-1590265,2022-11-12,2022-11-16,通常配送,菱勇-16795,菱沼 勇,小規模事業所,松原市,大阪府,日本,関西地方,事務用-保管-10004072,事務用品,保管箱,"Fellowes フォルダ, 業務用",5375.999999999999,3,0.0,2148.0
8146,JP-2022-1590265,2022-11-12,2022-11-16,通常配送,菱勇-16795,菱沼 勇,小規模事業所,松原市,大阪府,日本,関西地方,事務用-バイ-10000621,事務用品,バインダー,"アコ 穴あけパンチ, リサイクル",6096.000000000002,3,0.0,2130.0
8147,JP-2022-1296051,2022-10-29,2022-11-01,ファースト クラス,渡優-17770,渡部 優香,消費者,東広島市,広島県,日本,中国地方,事務用-画材-10002768,事務用品,画材,"Binney & Smith スケッチ帳, メタル",6661.199999999999,3,0.3,-2854.7999999999997
